protein,gene_id,human_orth_id,human_pident,human_evalue,human_score,dog_orth_id,dog_pident,dog_evalue,dog_score,pig_orth_id,pig_pident,pig_evalue,pig_score,ferret_orth_id,ferret_pident,ferret_evalue,ferret_score
XP_004744325.1,LOC101693991,,,,,,,,,,,,,ENSMPUP00000004630,100,1.18e-157,441
XP_004744326.1,USB1,,,,,,,,,,,,,ENSMPUP00000004647,100,6.89e-161,455
XP_004744327.1,USB1,,,,,,,,,,,,,ENSMPUP00000004647,96.8,2.75e-185,516
XP_004744328.1,USB1,,,,,,,,,,,,,ENSMPUP00000004647,92.3,6.32e-143,409
XP_004744329.1,USB1,,,,,,,,,,,,,ENSMPUP00000004647,100,9.90e-188,522
XP_004744330.1,USB1,,,,,,,,,,,,,ENSMPUP00000004647,93.3,9.31e-170,476
XP_004744331.1,MMP15,,,,,,,,,,,,,ENSMPUP00000004656,100,0.0,1126
XP_004744333.1,CFAP20,ENSP00000262498,99.5,4.41e-137,387,ENSCAFP00000012525,100,5.36e-138,390,ENSSSCP00000003025,100,5.36e-138,390,ENSMPUP00000004667,100,5.36e-138,390
XP_004744335.1,CCDC113,,,,,,,,,,,,,ENSMPUP00000004762,100,1.22e-251,692
XP_004744337.1,GINS3,,,,,ENSCAFP00000012478,97.7,8.39e-151,424,,,,,ENSMPUP00000004767,100,5.49e-156,437
XP_004744339.1,NDRG4,,,,,,,,,ENSSSCP00000027031,99.0,1.88e-292,798,,,,
XP_004744342.1,NDRG4,,,,,,,,,ENSSSCP00000027031,99.0,2.07e-277,759,,,,
XP_004744343.1,NDRG4,,,,,,,,,ENSSSCP00000027031,98.8,1.47e-248,685,,,,
XP_004744344.1,NDRG4,ENSP00000377823,99.7,3.57e-242,667,ENSCAFP00000012463,99.4,1.57e-241,666,ENSSSCP00000003021,99.1,1.65e-247,680,ENSMPUP00000004772,100,8.78e-243,669
XP_004744346.1,CNOT1,ENSP00000320949,99.7,0.0,4593,ENSCAFP00000012418,99.5,0.0,4580,ENSSSCP00000003019,99.7,0.0,4584,ENSMPUP00000004790,100,0.0,4601
XP_004744347.1,CNOT1,ENSP00000320949,99.7,0.0,4588,ENSCAFP00000012418,99.5,0.0,4575,ENSSSCP00000003019,99.7,0.0,4578,ENSMPUP00000004790,100.0,0.0,4595
XP_004744348.1,CNOT1,ENSP00000320949,99.5,0.0,4577,ENSCAFP00000012418,99.3,0.0,4564,ENSSSCP00000003019,99.5,0.0,4567,ENSMPUP00000004790,99.7,0.0,4585
XP_004744351.1,SLC38A7,,,,,ENSCAFP00000012318,97.4,0.0,892,,,,,ENSMPUP00000004813,100,0.0,912
XP_004744352.1,SLC38A7,,,,,ENSCAFP00000012318,97.4,0.0,892,,,,,ENSMPUP00000004813,100,0.0,912
XP_004744355.1,CDH8,ENSP00000462701,99.1,0.0,1540,,,,,,,,,ENSMPUP00000004854,100,0.0,1552
XP_004744357.1,CDH11,ENSP00000268603,98.4,0.0,1486,ENSCAFP00000030296,99.0,0.0,1498,ENSSSCP00000003015,98.6,0.0,1486,ENSMPUP00000004867,100,0.0,1509
XP_004744358.1,CDH5,,,,,,,,,,,,,ENSMPUP00000004873,100,0.0,1556
XP_004744360.1,BEAN1,,,,,,,,,,,,,ENSMPUP00000004887,100,1.17e-171,480
XP_004744365.1,CMTM2,,,,,,,,,,,,,ENSMPUP00000005009,100,1.51e-140,400
XP_004744370.1,DYNC1LI2,ENSP00000258198,98.2,0.0,937,,,,,,,,,ENSMPUP00000005098,100,0.0,953
XP_004744372.1,NAE1,ENSP00000351990,97.0,0.0,1034,ENSCAFP00000030260,98.7,0.0,1052,,,,,,,,
XP_004744374.1,CA7,,,,,ENSCAFP00000030251,97.3,8.78e-195,539,,,,,ENSMPUP00000005240,100,8.15e-200,552
XP_004744376.2,PDP2,,,,,,,,,,,,,ENSMPUP00000019761,99.4,0.0,1060
XP_004744378.2,CDH16,,,,,,,,,,,,,ENSMPUP00000005246,98.3,0.0,1714
XP_004744379.2,CDH16,,,,,,,,,,,,,ENSMPUP00000005246,99.9,0.0,1727
XP_004744380.1,CIAO2B,ENSP00000387471,98.8,3.49e-108,312,,,,,,,,,ENSMPUP00000005265,97.6,6.65e-107,309
XP_004744392.1,CBFB,ENSP00000415151,99.5,6.80e-129,366,,,,,,,,,,,,
XP_004744393.1,CBFB,,,,,,,,,,,,,ENSMPUP00000005323,100,9.00e-127,360
XP_004744394.1,B3GNT9,,,,,,,,,,,,,ENSMPUP00000019763,100,1.29e-303,826
XP_004744395.1,B3GNT9,,,,,,,,,,,,,ENSMPUP00000019763,100,1.29e-303,826
XP_004744396.1,PHAF1,ENSP00000219139,98.8,0.0,867,ENSCAFP00000030235,99.8,0.0,873,,,,,ENSMPUP00000005330,100,0.0,874
XP_004744397.1,HSF4,,,,,,,,,,,,,ENSMPUP00000005379,100,0.0,964
XP_004744398.1,HSF4,,,,,,,,,,,,,ENSMPUP00000005379,86.6,4.00e-289,796
XP_004744401.1,FBXL8,,,,,,,,,,,,,ENSMPUP00000005373,100,1.12e-266,730
XP_004744405.1,TRADD,,,,,,,,,,,,,ENSMPUP00000005348,100,2.40e-208,578
XP_004744406.1,NOL3,,,,,,,,,,,,,ENSMPUP00000005488,100,5.47e-117,338
XP_004744407.1,NOL3,,,,,,,,,,,,,ENSMPUP00000005488,100,5.47e-117,338
XP_004744411.1,ELMO3,,,,,ENSCAFP00000030219,97.2,0.0,1363,,,,,ENSMPUP00000005632,99.7,0.0,1398
XP_004744412.1,ELMO3,,,,,ENSCAFP00000030219,95.0,0.0,1321,,,,,ENSMPUP00000005632,97.5,0.0,1360
XP_004744413.1,ELMO3,,,,,ENSCAFP00000030219,98.0,5.18e-308,852,ENSSSCP00000003005,96.4,7.08e-303,839,ENSMPUP00000005632,99.6,2.32e-311,860
XP_004744414.1,E2F4,,,,,ENSCAFP00000037675,94.1,8.83e-297,816,,,,,,,,
XP_004744421.1,EXOC3L1,,,,,,,,,,,,,ENSMPUP00000005508,100,0.0,1431
XP_004744423.1,EXOC3L1,,,,,,,,,,,,,ENSMPUP00000005508,99.3,0.0,1413
XP_004744425.1,TMEM208,ENSP00000305892,97.7,4.33e-116,333,ENSCAFP00000030212,97.7,1.76e-115,331,ENSSSCP00000003011,98.3,1.24e-115,332,ENSMPUP00000005903,98.8,1.51e-116,334
XP_004744437.1,FHOD1,,,,,,,,,,,,,ENSMPUP00000005962,97.8,0.0,2009
XP_004744445.1,TPPP3,ENSP00000462435,96.6,2.31e-117,336,ENSCAFP00000030200,99.4,1.02e-120,345,ENSSSCP00000002999,98.9,5.20e-119,340,ENSMPUP00000006223,100,7.18e-121,345
XP_004744448.1,LRRC36,,,,,,,,,,,,,ENSMPUP00000006158,99.7,0.0,1442
XP_004744453.1,KCTD19,,,,,,,,,,,,,ENSMPUP00000006105,99.8,0.0,1880
XP_004744455.1,PLEKHG4,,,,,,,,,,,,,ENSMPUP00000006089,100,0.0,2366
XP_004744463.1,SLC9A5,,,,,ENSCAFP00000030208,98.0,0.0,1659,,,,,ENSMPUP00000005981,99.9,0.0,1692
XP_004744465.1,SLC9A5,,,,,ENSCAFP00000030208,98.0,0.0,1354,,,,,ENSMPUP00000005981,99.9,0.0,1376
XP_004744467.1,ATP6V0D1,ENSP00000290949,99.1,5.24e-258,706,ENSCAFP00000030192,99.7,3.16e-259,709,ENSSSCP00000002995,99.1,5.24e-258,706,ENSMPUP00000006291,100,1.10e-259,711
XP_004744468.1,LOC101680325,,,,,,,,,,,,,ENSMPUP00000006306,100,9.65e-91,265
XP_004744469.2,RIPOR1,,,,,,,,,,,,,ENSMPUP00000006326,99.9,0.0,2076
XP_004744470.2,RIPOR1,,,,,,,,,,,,,ENSMPUP00000006326,99.8,0.0,2071
XP_004744471.2,RIPOR1,,,,,,,,,,,,,ENSMPUP00000006326,99.9,0.0,2051
XP_004744478.2,CUNH16orf86,,,,,,,,,,,,,ENSMPUP00000006465,99.7,2.98e-202,563
XP_004744480.1,CUNH16orf86,,,,,,,,,,,,,ENSMPUP00000006465,86.4,1.89e-140,405
XP_004744483.1,ENKD1,,,,,,,,,,,,,ENSMPUP00000006411,100,7.58e-244,670
XP_004744484.1,PARD6A,,,,,ENSCAFP00000040187,97.7,1.78e-234,653,,,,,ENSMPUP00000006388,100,4.57e-245,673
XP_004744485.1,PARD6A,,,,,ENSCAFP00000040187,98.0,3.62e-236,657,,,,,ENSMPUP00000006388,99.7,1.71e-242,667
XP_004744486.1,PARD6A,,,,,,,,,,,,,ENSMPUP00000006388,98.8,8.41e-240,660
XP_004744489.1,ACD,,,,,,,,,,,,,ENSMPUP00000006353,90.4,3.07e-301,827
XP_004744490.1,ACD,,,,,,,,,,,,,ENSMPUP00000006353,95.4,1.94e-310,849
XP_004744491.1,ACD,,,,,,,,,,,,,ENSMPUP00000006353,90.6,2.91e-291,801
XP_004744492.1,ACD,,,,,,,,,,,,,ENSMPUP00000006353,94.3,1.62e-303,832
XP_004744493.1,ACD,,,,,,,,,,,,,ENSMPUP00000006353,89.6,3.08e-287,790
XP_004744494.1,GFOD2,ENSP00000268797,98.2,1.09e-274,751,ENSCAFP00000030178,99.7,8.38e-279,762,,,,,ENSMPUP00000006480,100,2.06e-279,763
XP_004744495.1,GFOD2,ENSP00000268797,98.2,1.09e-274,751,ENSCAFP00000030178,99.7,8.38e-279,762,,,,,ENSMPUP00000006480,100,2.06e-279,763
XP_004744497.1,GFOD2,ENSP00000268797,98.7,1.53e-210,588,ENSCAFP00000030178,99.7,5.61e-213,595,ENSSSCP00000022227,99.0,9.81e-212,591,ENSMPUP00000006480,100,1.38e-213,596
XP_004744498.2,RANBP10,ENSP00000316589,98.4,0.0,1112,,,,,ENSSSCP00000021698,98.5,0.0,1118,ENSMPUP00000006491,100,0.0,1130
XP_004744499.1,TSNAXIP1,,,,,,,,,,,,,ENSMPUP00000006507,99.4,0.0,1367
XP_004744500.1,TSNAXIP1,,,,,,,,,,,,,ENSMPUP00000006507,99.3,0.0,1361
XP_004744501.1,TSNAXIP1,,,,,,,,,,,,,ENSMPUP00000006507,99.4,0.0,1337
XP_004744502.1,CENPT,,,,,,,,,,,,,ENSMPUP00000006589,97.6,0.0,975
XP_004744503.1,CENPT,,,,,,,,,,,,,ENSMPUP00000006589,97.4,0.0,969
XP_004744504.1,CENPT,,,,,,,,,,,,,ENSMPUP00000006589,91.0,0.0,894
XP_004744505.1,CENPT,,,,,,,,,,,,,ENSMPUP00000006589,89.7,5.58e-310,857
XP_004744506.1,CENPT,,,,,,,,,,,,,ENSMPUP00000006589,97.7,0.0,1046
XP_004744508.1,CENPT,,,,,,,,,,,,,ENSMPUP00000006589,97.5,0.0,941
XP_004744509.1,THAP11,,,,,ENSCAFP00000030173,98.1,2.50e-179,504,,,,,ENSMPUP00000019765,100,1.52e-183,515
XP_004744518.1,EDC4,,,,,ENSCAFP00000030165,98.1,0.0,2435,,,,,ENSMPUP00000006715,96.8,0.0,2469
XP_004744520.1,NUTF2,ENSP00000219169,100,3.99e-92,268,ENSCAFP00000040734,98.4,3.16e-89,261,ENSSSCP00000024537,99.2,1.63e-91,267,ENSMPUP00000006683,100,3.99e-92,268
XP_004744522.1,NUTF2,ENSP00000219169,100,3.99e-92,268,ENSCAFP00000040734,98.4,3.16e-89,261,ENSSSCP00000024537,99.2,1.63e-91,267,ENSMPUP00000006683,100,3.99e-92,268
XP_004744523.1,NUTF2,ENSP00000219169,100,3.99e-92,268,ENSCAFP00000040734,98.4,3.16e-89,261,ENSSSCP00000024537,99.2,1.63e-91,267,ENSMPUP00000006683,100,3.99e-92,268
XP_004744525.1,CTRL,,,,,,,,,,,,,ENSMPUP00000006728,100,2.62e-198,548
XP_004744526.1,PSKH1,ENSP00000291041,97.4,5.72e-283,776,ENSCAFP00000030160,97.9,1.52e-282,775,,,,,ENSMPUP00000006724,100,1.18e-291,798
XP_004744527.1,PSMB10,,,,,,,,,,,,,ENSMPUP00000006733,100,1.67e-191,532
XP_004744528.3,DPEP3,,,,,,,,,,,,,ENSMPUP00000006837,100,0.0,886
XP_004744535.2,SLC12A4,,,,,,,,,,,,,ENSMPUP00000006821,100,0.0,2176
XP_004744537.1,SLC12A4,,,,,ENSCAFP00000041355,97.4,0.0,2060,,,,,ENSMPUP00000006821,100,0.0,2051
XP_004744543.1,LCAT,,,,,ENSCAFP00000030152,96.1,0.0,895,,,,,,,,
XP_004744544.1,LOC101673040,,,,,,,,,,,,,ENSMPUP00000006846,100,0.0,929
XP_004744545.1,DUS2,,,,,,,,,,,,,ENSMPUP00000006870,100,0.0,969
XP_004744547.1,DUS2,,,,,,,,,,,,,ENSMPUP00000006870,100,0.0,969
XP_004744548.1,DUS2,,,,,,,,,,,,,ENSMPUP00000006870,100,0.0,969
XP_004744551.1,DUS2,,,,,,,,,,,,,ENSMPUP00000006870,100,2.29e-292,801
XP_004744557.1,ESRP2,ENSP00000418748,95.6,0.0,1294,ENSCAFP00000030139,98.3,0.0,1324,,,,,,,,
XP_004744559.2,NFATC3,,,,,ENSCAFP00000039098,91.6,0.0,1899,,,,,ENSMPUP00000006887,99.8,0.0,1898
XP_004744560.2,NFATC3,,,,,,,,,,,,,ENSMPUP00000006887,99.8,0.0,1899
XP_004744561.1,PLA2G15,,,,,,,,,,,,,ENSMPUP00000006934,100,2.98e-311,846
XP_004744565.1,SLC7A6,,,,,,,,,,,,,ENSMPUP00000006942,100,0.0,992
XP_004744566.1,SLC7A6OS,,,,,,,,,,,,,ENSMPUP00000006955,100,5.95e-211,584
XP_004744567.1,SMPD3,,,,,,,,,,,,,ENSMPUP00000006980,100,0.0,1312
XP_004744571.3,PRMT7,,,,,,,,,,,,,ENSMPUP00000006960,99.9,0.0,1457
XP_004744572.3,PRMT7,,,,,,,,,,,,,ENSMPUP00000006960,92.1,0.0,1320
XP_004744573.2,PRMT7,,,,,,,,,,,,,ENSMPUP00000006960,99.9,0.0,1457
XP_004744575.3,PRMT7,,,,,,,,,,,,,ENSMPUP00000006960,87.5,0.0,1232
XP_004744576.1,ZFP90,,,,,,,,,,,,,ENSMPUP00000006988,100,6.67e-177,523
XP_004744577.1,ZFP90,,,,,,,,,,,,,ENSMPUP00000006988,100,6.67e-177,523
XP_004744580.1,ZFP90,,,,,,,,,,,,,ENSMPUP00000006988,100,2.85e-144,438
XP_004744584.1,ZFP90,,,,,,,,,,,,,ENSMPUP00000006988,97.7,6.02e-52,179
XP_004744586.1,CDH1,,,,,,,,,,,,,ENSMPUP00000007003,100,0.0,1622
XP_004744587.2,UTP4,,,,,,,,,,,,,ENSMPUP00000007144,100,0.0,1395
XP_004744588.1,UTP4,,,,,,,,,,,,,ENSMPUP00000007144,100,0.0,1395
XP_004744591.2,HAS3,,,,,,,,,,,,,ENSMPUP00000007125,100,0.0,1192
XP_004744592.1,TMED6,,,,,,,,,,,,,ENSMPUP00000007269,100,5.06e-178,495
XP_004744593.1,TMED6,,,,,,,,,,,,,ENSMPUP00000007269,99.2,3.03e-174,485
XP_004744594.1,NIP7,ENSP00000254940,97.2,9.40e-128,363,ENSCAFP00000037711,97.8,3.29e-128,364,ENSSSCP00000002978,97.8,9.40e-128,363,,,,
XP_004744595.1,NIP7,ENSP00000254940,81.7,1.27e-97,285,ENSCAFP00000037711,82.2,4.41e-98,287,ENSSSCP00000002978,82.2,1.27e-97,285,,,,
XP_004744597.2,COG8,,,,,,,,,,,,,ENSMPUP00000007248,99.5,0.0,1180
XP_004744598.1,VPS4A,ENSP00000254950,97.3,2.00e-285,783,ENSCAFP00000030085,99.5,1.96e-292,801,ENSSSCP00000024793,98.2,1.61e-291,798,ENSMPUP00000007228,100,1.01e-294,806
XP_004744599.1,VPS4A,ENSP00000254950,97.3,6.41e-284,779,ENSCAFP00000030085,99.3,3.63e-290,795,ENSSSCP00000024793,97.9,2.98e-289,793,ENSMPUP00000007228,99.8,1.88e-292,801
XP_004744600.1,LOC101686041,,,,,,,,,,,,,ENSMPUP00000007306,100,2.94e-104,301
XP_004744601.1,LOC101686041,,,,,,,,,,,,,ENSMPUP00000007306,99.1,2.23e-72,219
XP_004744602.2,NFAT5,,,,,,,,,,,,,ENSMPUP00000007354,99.9,0.0,2503
XP_004744603.2,NFAT5,,,,,,,,,,,,,ENSMPUP00000007354,98.7,0.0,2454
XP_004744609.2,NFAT5,,,,,ENSCAFP00000030051,95.2,0.0,1999,,,,,ENSMPUP00000007354,99.8,0.0,2059
XP_004744610.2,NFAT5,,,,,ENSCAFP00000030051,95.2,0.0,1999,,,,,ENSMPUP00000007354,99.8,0.0,2059
XP_004744612.1,NQO1,,,,,,,,,,,,,ENSMPUP00000007374,99.5,2.00e-286,782
XP_004744613.1,NOB1,,,,,,,,,,,,,ENSMPUP00000007427,100,1.29e-300,821
XP_004744617.1,PSMD7,ENSP00000219313,100,9.33e-195,544,ENSCAFP00000041344,100,9.33e-195,544,ENSSSCP00000019570,99.3,7.31e-192,537,ENSMPUP00000007681,100,9.33e-195,544
XP_004744619.1,DHX38,ENSP00000268482,95.8,0.0,2058,ENSCAFP00000030010,99.2,0.0,2092,,,,,ENSMPUP00000007709,100,0.0,2099
XP_004744623.1,TXNL4B,,,,,,,,,,,,,ENSMPUP00000007720,100,3.90e-60,191
XP_004744624.1,TXNL4B,,,,,ENSCAFP00000029994,97.3,4.21e-100,290,ENSSSCP00000022820,97.3,2.09e-100,291,ENSMPUP00000007720,100,7.57e-103,297
XP_004744625.1,TXNL4B,,,,,,,,,,,,,ENSMPUP00000007720,100,2.65e-60,189
XP_004744628.1,LOC101692672,,,,,,,,,,,,,ENSMPUP00000007743,100,1.70e-263,720
XP_004744630.1,DHODH,,,,,,,,,,,,,ENSMPUP00000007779,100,9.88e-283,773
XP_004744634.2,CBLN1,ENSP00000219197,99.5,1.04e-135,384,ENSCAFP00000014722,100,3.63e-136,385,,,,,,,,
XP_004744643.3,HSD11B2,,,,,,,,,,,,,ENSMPUP00000006239,100,7.89e-270,741
XP_004744652.1,DIMT1,ENSP00000199320,96.5,7.90e-218,602,,,,,ENSSSCP00000025086,97.1,6.77e-219,604,ENSMPUP00000007088,100,1.09e-224,619
XP_004744657.1,ERCC8,,,,,ENSCAFP00000010625,97.5,8.54e-289,788,,,,,ENSMPUP00000007298,100,3.52e-297,809
XP_004744659.1,ELOVL7,,,,,,,,,,,,,ENSMPUP00000007309,100,7.89e-211,581
XP_004744660.1,DEPDC1B,,,,,,,,,,,,,ENSMPUP00000007320,100,0.0,1061
XP_004744662.1,PDE4D,ENSP00000345502,98.5,0.0,1449,,,,,,,,,,,,
XP_004744670.1,PDE4D,,,,,ENSCAFP00000010555,99.4,0.0,1270,,,,,ENSMPUP00000007341,100,0.0,1246
XP_004744671.1,PDE4D,,,,,,,,,,,,,ENSMPUP00000007341,100,0.0,1281
XP_004744673.1,PDE4D,ENSP00000345502,98.4,0.0,931,ENSCAFP00000010555,99.2,0.0,939,ENSSSCP00000017937,99.0,0.0,937,ENSMPUP00000007341,100,0.0,949
XP_004744676.1,RAB3C,ENSP00000282878,98.7,2.06e-161,452,ENSCAFP00000010411,99.6,5.05e-162,453,,,,,ENSMPUP00000007353,100,3.04e-163,456
XP_004744677.1,RAB3C,ENSP00000282878,98.2,1.67e-155,437,ENSCAFP00000010411,99.1,4.11e-156,438,ENSSSCP00000017936,98.2,8.38e-160,447,ENSMPUP00000007353,99.5,2.48e-157,441
XP_004744680.1,ACTBL2,ENSP00000416706,97.6,6.31e-274,749,,,,,,,,,,,,
XP_004744681.1,ACTBL2,ENSP00000416706,86.7,1.56e-231,640,,,,,,,,,,,,
XP_004744682.1,GPBP1,,,,,,,,,,,,,ENSMPUP00000007383,100,0.0,922
XP_004744683.1,GPBP1,,,,,,,,,,,,,ENSMPUP00000007383,100,0.0,922
XP_004744684.1,GPBP1,,,,,ENSCAFP00000010328,97.1,6.06e-316,863,ENSSSCP00000017932,97.9,4.39e-316,863,ENSMPUP00000007383,95.9,0.0,869
XP_004744685.1,LOC101688616,ENSP00000325369,98.4,9.20e-132,374,,,,,,,,,,,,
XP_004744689.2,MAP3K1,,,,,ENSCAFP00000010286,93.8,0.0,2608,ENSSSCP00000017927,93.8,0.0,2606,,,,
XP_004744691.1,SETD9,,,,,,,,,,,,,ENSMPUP00000007413,100,5.00e-223,613
XP_004744695.1,IL6ST,,,,,,,,,,,,,ENSMPUP00000007476,100,0.0,1839
XP_004744696.1,IL6ST,,,,,,,,,,,,,ENSMPUP00000007476,100,0.0,1839
XP_004744697.1,IL6ST,,,,,,,,,,,,,ENSMPUP00000007476,100,0.0,1839
XP_004744698.2,IL31RA,,,,,,,,,,,,,ENSMPUP00000007494,97.5,0.0,1371
XP_004744699.1,DDX4,,,,,,,,,,,,,ENSMPUP00000007541,100,0.0,1405
XP_004744700.1,DDX4,,,,,,,,,,,,,ENSMPUP00000007541,96.4,0.0,1365
XP_004744702.1,SLC38A9,,,,,,,,,,,,,ENSMPUP00000007556,100,0.0,1108
XP_004744703.1,SLC38A9,,,,,,,,,,,,,ENSMPUP00000007556,100,0.0,1108
XP_004744706.1,SLC38A9,,,,,ENSCAFP00000010216,97.3,0.0,1013,,,,,ENSMPUP00000007556,100,0.0,1039
XP_004744708.1,DHX29,,,,,,,,,,,,,ENSMPUP00000007581,100,0.0,2619
XP_004744709.1,MTREX,ENSP00000230640,98.8,0.0,2027,ENSCAFP00000010181,99.4,0.0,2037,,,,,ENSMPUP00000007564,100,0.0,2045
XP_004744711.1,PLPP1,,,,,,,,,ENSSSCP00000017921,95.4,7.73e-197,546,,,,
XP_004744712.1,CCNO,,,,,,,,,,,,,ENSMPUP00000007602,100,1.43e-251,690
XP_004744713.1,MCIDAS,,,,,,,,,,,,,ENSMPUP00000007608,100,3.02e-276,755
XP_004744714.1,GPX8,,,,,ENSCAFP00000037980,97.1,3.05e-145,409,ENSSSCP00000027275,96.7,4.34e-145,409,,,,
XP_004744715.1,GZMA,,,,,,,,,,,,,ENSMPUP00000007647,100,1.11e-195,541
XP_004744716.3,LOC101672856,,,,,,,,,,,,,ENSMPUP00000007661,97.0,1.42e-92,271
XP_004744718.2,SPINK5,,,,,,,,,,,,,ENSMPUP00000007663,100,0.0,2068
XP_004744720.1,CUNH5orf46,,,,,,,,,,,,,ENSMPUP00000007688,92.0,1.22e-36,126
XP_004744721.1,CUNH5orf46,,,,,ENSCAFP00000009946,85.1,8.86e-42,138,,,,,,,,
XP_004744725.1,SPINK1,,,,,,,,,,,,,ENSMPUP00000007706,100,3.77e-52,164
XP_004744726.1,JAKMIP2,ENSP00000479248,99.5,0.0,1324,ENSCAFP00000009924,99.7,0.0,1328,,,,,ENSMPUP00000007715,100,0.0,1332
XP_004744728.1,JAKMIP2,ENSP00000479248,96.9,0.0,1270,ENSCAFP00000009924,97.1,0.0,1274,,,,,ENSMPUP00000007715,97.4,0.0,1278
XP_004744729.1,JAKMIP2,ENSP00000479248,99.5,0.0,1369,ENSCAFP00000009924,99.8,0.0,1343,,,,,ENSMPUP00000007715,100,0.0,1376
XP_004744730.1,JAKMIP2,ENSP00000479248,99.5,0.0,1336,ENSCAFP00000009924,99.8,0.0,1352,,,,,ENSMPUP00000007715,100,0.0,1343
XP_004744731.1,JAKMIP2,ENSP00000479248,97.0,0.0,1315,ENSCAFP00000009924,97.1,0.0,1289,,,,,ENSMPUP00000007715,97.4,0.0,1322
XP_004744732.1,JAKMIP2,ENSP00000479248,99.6,0.0,1213,ENSCAFP00000009924,99.7,0.0,1215,ENSSSCP00000026327,96.6,0.0,1196,ENSMPUP00000007715,100,0.0,1218
XP_004744733.1,DPYSL3,ENSP00000343690,96.9,0.0,1330,,,,,,,,,ENSMPUP00000007729,100,0.0,1356
XP_004744734.1,DPYSL3,ENSP00000343690,97.1,0.0,1097,ENSCAFP00000023267,99.8,0.0,1126,,,,,ENSMPUP00000007729,99.5,0.0,1103
XP_004744735.1,STK32A,,,,,,,,,,,,,ENSMPUP00000007740,97.3,9.77e-297,810
XP_004744737.1,PPP2R2B,ENSP00000377936,99.5,0.0,894,ENSCAFP00000009823,100,0.0,897,,,,,ENSMPUP00000007751,100,0.0,897
XP_004744738.1,PPP2R2B,ENSP00000377936,99.0,0.0,1026,,,,,,,,,,,,
XP_004744739.1,PPP2R2B,,,,,ENSCAFP00000009823,99.6,0.0,1018,,,,,ENSMPUP00000007751,100,0.0,1025
XP_004744747.1,PPP2R2B,ENSP00000377936,99.5,0.0,894,ENSCAFP00000009823,100,0.0,897,,,,,ENSMPUP00000007751,100,0.0,897
XP_004744749.1,PPP2R2B,ENSP00000377936,99.3,6.20e-311,850,ENSCAFP00000009823,99.8,5.59e-312,852,,,,,ENSMPUP00000007751,99.8,5.59e-312,852
XP_004744750.1,GPR151,,,,,,,,,,,,,ENSMPUP00000019912,100,8.19e-308,838
XP_004744751.2,TCERG1,,,,,ENSCAFP00000035829,98.4,0.0,1474,ENSSSCP00000015339,95.6,0.0,1465,,,,
XP_004744752.2,TCERG1,,,,,ENSCAFP00000035829,94.4,0.0,1375,ENSSSCP00000015339,91.6,0.0,1363,,,,
XP_004744754.1,POU4F3,ENSP00000230732,99.4,2.52e-238,655,ENSCAFP00000009693,100,2.16e-239,658,ENSSSCP00000015335,99.7,8.79e-239,657,ENSMPUP00000007770,100,2.16e-239,658
XP_004744755.2,RBM27,,,,,,,,,,,,,ENSMPUP00000007774,99.9,0.0,1585
XP_004744756.2,RBM27,,,,,,,,,,,,,ENSMPUP00000007774,99.6,0.0,1573
XP_004744758.2,RBM27,,,,,,,,,,,,,ENSMPUP00000007774,94.6,0.0,1451
XP_004744759.2,RBM27,,,,,,,,,,,,,ENSMPUP00000007774,94.3,0.0,1440
XP_004744762.1,PLAC8L1,,,,,,,,,,,,,ENSMPUP00000007804,100,1.10e-134,380
XP_004744763.1,GRXCR2,,,,,ENSCAFP00000031561,95.6,3.40e-175,488,,,,,,,,
XP_004744765.1,SH3RF2,,,,,,,,,,,,,ENSMPUP00000007809,99.1,0.0,1426
XP_004744771.1,KCTD16,ENSP00000426548,98.1,1.36e-315,858,,,,,,,,,,,,
XP_004744772.1,KCTD16,ENSP00000426548,98.1,1.36e-315,858,,,,,,,,,,,,
XP_004744774.1,YIPF5,ENSP00000274496,97.7,5.83e-176,491,ENSCAFP00000009484,98.1,2.89e-176,492,,,,,ENSMPUP00000007818,100,6.34e-180,501
XP_004744776.1,NR3C1,,,,,,,,,,,,,ENSMPUP00000007823,99.9,0.0,1513
XP_004744777.1,NR3C1,,,,,,,,,,,,,ENSMPUP00000007823,100,0.0,1517
XP_004744780.1,FGF1,ENSP00000480791,98.1,1.19e-111,320,ENSCAFP00000036529,98.1,1.19e-111,320,ENSSSCP00000019575,97.4,6.91e-111,318,ENSMPUP00000007888,100,3.04e-114,327
XP_004744781.1,FGF1,ENSP00000480791,98.1,1.19e-111,320,ENSCAFP00000036529,98.1,1.19e-111,320,ENSSSCP00000019575,97.4,6.91e-111,318,ENSMPUP00000007888,100,3.04e-114,327
XP_004744782.1,FGF1,ENSP00000480791,98.1,1.19e-111,320,ENSCAFP00000036529,98.1,1.19e-111,320,ENSSSCP00000019575,97.4,6.91e-111,318,ENSMPUP00000007888,100,3.04e-114,327
XP_004744783.1,SPRY4,,,,,,,,,,,,,ENSMPUP00000019914,100,2.80e-229,629
XP_004744784.1,GNPDA1,,,,,ENSCAFP00000009366,97.6,2.85e-208,575,,,,,ENSMPUP00000007896,100,1.60e-214,591
XP_004744786.1,RNF14,,,,,ENSCAFP00000030928,98.3,0.0,963,,,,,ENSMPUP00000007904,100,0.0,974
XP_004744787.1,RNF14,,,,,ENSCAFP00000030928,98.3,0.0,963,,,,,ENSMPUP00000007904,100,0.0,974
