protein,gene_id,orth_id,pident,evalue,score
XP_012909405.1,ARSJ,ENSMPUP00000008226,100,0.0,1156
XP_012909406.1,CAMK2D,ENSMPUP00000008233,100,0.0,1078
XP_012909407.1,CAMK2D,ENSMPUP00000008233,99.1,0.0,1069
XP_012909408.1,CAMK2D,ENSMPUP00000008233,99.8,0.0,1072
XP_012909409.1,CAMK2D,ENSMPUP00000008233,98.9,0.0,1063
XP_012909410.1,CAMK2D,ENSMPUP00000008233,96.2,0.0,1029
XP_012909411.1,CAMK2D,ENSMPUP00000008233,100,0.0,1029
XP_012909412.1,CAMK2D,ENSMPUP00000008233,100,0.0,1030
XP_012909413.1,CAMK2D,ENSMPUP00000008233,96.1,0.0,1023
XP_012909414.1,CAMK2D,ENSMPUP00000008233,93.6,0.0,997
XP_012909415.1,CAMK2D,ENSMPUP00000008233,93.6,0.0,990
XP_012909416.1,CAMK2D,ENSMPUP00000008233,93.6,0.0,995
XP_012909417.1,CAMK2D,ENSMPUP00000008233,93.4,0.0,989
XP_012909418.1,CAMK2D,ENSMPUP00000008233,96.1,0.0,982
XP_012909419.1,CAMK2D,ENSMPUP00000008233,93.4,0.0,949
XP_012909420.1,CAMK2D,ENSMPUP00000008233,93.4,0.0,947
XP_012909421.1,CAMK2D,ENSMPUP00000008233,92.4,0.0,939
XP_012909422.1,CAMK2D,ENSMPUP00000008233,99.0,0.0,1021
XP_012909423.1,CAMK2D,ENSMPUP00000008233,98.8,0.0,1016
XP_012909424.1,CRBN,ENSMPUP00000016912,88.5,1.11e-277,762
XP_012909429.2,ANK2,ENSMPUP00000008247,96.2,0.0,2278
XP_012909435.1,TIFA,ENSMPUP00000019059,100,2.38e-135,382
XP_012909436.1,TIFA,ENSMPUP00000019059,100,2.38e-135,382
XP_012909437.1,TIFA,ENSMPUP00000019059,100,2.38e-135,382
XP_012909438.1,TIFA,ENSMPUP00000019059,100,2.38e-135,382
XP_012909439.2,EGF,ENSMPUP00000008465,100,0.0,1837
XP_012909440.1,GAR1,ENSMPUP00000008546,100,4.93e-89,267
XP_012909441.1,GAR1,ENSMPUP00000008546,100,4.93e-89,267
XP_012909442.1,GAR1,ENSMPUP00000008546,100,4.93e-89,267
XP_012909443.1,GAR1,ENSMPUP00000008546,100,4.93e-89,267
XP_012909444.1,GAR1,ENSMPUP00000008546,100,4.93e-89,267
XP_012909446.1,MCUB,ENSMPUP00000008577,100,1.47e-241,664
XP_012909449.1,MCUB,ENSMPUP00000008577,100,3.90e-170,479
XP_012909450.2,SEC24B,ENSMPUP00000008582,99.8,0.0,2409
XP_012909451.2,SEC24B,ENSMPUP00000008582,99.6,0.0,2402
XP_012909452.2,SEC24B,ENSMPUP00000008582,97.9,0.0,2350
XP_012909453.2,SEC24B,ENSMPUP00000008582,94.6,0.0,2301
XP_012909454.2,SEC24B,ENSMPUP00000008582,94.5,0.0,2295
XP_012909457.2,LOC101676630,ENSMPUP00000016915,99.3,4.52e-232,637
XP_012909466.1,LEF1,ENSMPUP00000008814,100,2.52e-226,627
XP_012909470.1,ITPR1,ENSMPUP00000016918,98.5,0.0,5273
XP_012909471.1,ITPR1,ENSMPUP00000016918,98.5,0.0,5273
XP_012909473.1,GSTCD,ENSMPUP00000008918,100,0.0,1260
XP_012909474.1,GSTCD,ENSMPUP00000008918,100,0.0,1260
XP_012909475.1,GSTCD,ENSMPUP00000008918,100,0.0,1260
XP_012909478.1,NPNT,ENSMPUP00000008905,100,0.0,1022
XP_012909480.1,ITPR1,ENSMPUP00000016918,99.4,0.0,5279
XP_012909483.1,CENPE,ENSMPUP00000009114,100,0.0,4760
XP_012909485.1,CENPE,ENSMPUP00000009114,95.8,0.0,4586
XP_012909486.1,CENPE,ENSMPUP00000009114,94.9,0.0,4524
XP_012909494.1,ITPR1,ENSMPUP00000016918,98.0,0.0,5233
XP_012909495.1,NFKB1,ENSMPUP00000009338,99.9,0.0,1697
XP_012909496.1,SLC39A8,ENSMPUP00000009359,100,0.0,905
XP_012909497.1,ITPR1,ENSMPUP00000016918,99.4,0.0,5250
XP_012909498.1,BANK1,ENSMPUP00000009372,99.9,0.0,1495
XP_012909499.1,BANK1,ENSMPUP00000009372,99.9,0.0,1438
XP_012909501.1,BANK1,ENSMPUP00000009372,99.8,0.0,1115
XP_012909502.1,PPP3CA,ENSMPUP00000009388,96.2,0.0,912
XP_012909503.1,PPP3CA,ENSMPUP00000009388,96.2,0.0,912
XP_012909505.1,DNAJB14,ENSMPUP00000009481,100,1.21e-186,525
XP_012909506.1,DNAJB14,ENSMPUP00000009481,100,6.92e-61,197
XP_012909508.1,LAMTOR3,ENSMPUP00000009492,100,1.73e-70,213
XP_012909509.1,DAPP1,ENSMPUP00000009502,100,1.93e-206,570
XP_012909512.1,ADH5,ENSMPUP00000009566,100,2.67e-274,749
XP_012909514.2,LOC101673359,ENSMPUP00000002884,100,1.43e-199,562
XP_012909528.1,ZNF333,ENSMPUP00000002900,99.3,1.02e-214,615
XP_012909531.1,TECR,ENSMPUP00000002920,100,1.57e-235,646
XP_012909532.1,PKN1,ENSMPUP00000003008,100,0.0,1562
XP_012909533.1,ADGRE5,ENSMPUP00000003028,99.6,0.0,1464
XP_012909534.1,ADGRE5,ENSMPUP00000003028,100,0.0,1469
XP_012909536.1,ADGRE5,ENSMPUP00000003028,99.9,0.0,1463
XP_012909541.1,ADGRL1,ENSMPUP00000003034,100,0.0,2650
XP_012909542.1,ADGRL1,ENSMPUP00000003034,100,0.0,2650
XP_012909544.1,MISP3,ENSMPUP00000003079,100,1.80e-142,403
XP_012909545.2,IL27RA,ENSMPUP00000003088,94.5,0.0,1287
XP_012909546.1,CC2D1A,ENSMPUP00000003223,99.9,0.0,1709
XP_012909547.1,BRME1,ENSMPUP00000003239,100,0.0,1398
XP_012909548.1,BRME1,ENSMPUP00000003239,100,0.0,1399
XP_012909549.1,BRME1,ENSMPUP00000003239,94.8,0.0,1315
XP_012909550.1,BRME1,ENSMPUP00000003239,94.8,0.0,1308
XP_012909551.1,PODNL1,ENSMPUP00000003219,94.3,0.0,1010
XP_012909552.1,ZSWIM4,ENSMPUP00000003254,100,0.0,2046
XP_012909555.1,MRI1,ENSMPUP00000003284,100,2.45e-246,677
XP_012909556.1,YJU2B,ENSMPUP00000003316,100,5.30e-265,728
XP_012909558.1,YJU2B,ENSMPUP00000003316,100,5.30e-265,728
XP_012909559.1,YJU2B,ENSMPUP00000003316,100,5.30e-265,728
XP_012909563.1,NFIX,ENSMPUP00000004292,100,0.0,870
XP_012909564.2,NFIX,ENSMPUP00000004292,87.8,2.84e-243,673
XP_012909568.1,MAST1,ENSMPUP00000004530,100,0.0,2127
XP_012909569.1,RTBDN,ENSMPUP00000004547,100,2.23e-163,456
XP_012909571.1,RNASEH2A,ENSMPUP00000004551,100,1.43e-222,612
XP_012909572.2,HOOK2,ENSMPUP00000004589,99.4,0.0,1100
XP_012909573.1,TNPO2,ENSMPUP00000004626,100,0.0,1782
XP_012909574.1,TNPO2,ENSMPUP00000004626,98.7,0.0,1537
XP_012909575.1,FBXW9,ENSMPUP00000004652,93.7,3.62e-316,864
XP_012909578.1,LOC101687107,ENSMPUP00000004856,100,2.70e-87,293
XP_012909579.1,LOC101687397,ENSMPUP00000004861,100,3.20e-62,225
XP_012909580.2,LOC101687107,ENSMPUP00000004844,100,3.66e-96,313
XP_012909584.1,ECSIT,ENSMPUP00000004957,100,0.0,868
XP_012909587.1,PRKCSH,ENSMPUP00000005008,99.8,8.71e-306,843
XP_012909588.1,PRKCSH,ENSMPUP00000005008,99.8,8.71e-306,843
XP_012909590.1,ELAVL3,ENSMPUP00000005001,99.7,2.23e-260,714
XP_012909591.2,PLPPR2,ENSMPUP00000005481,99.8,2.40e-296,812
XP_012909592.2,PLPPR2,ENSMPUP00000005481,99.8,2.40e-296,812
XP_012909594.1,CCDC159,ENSMPUP00000005494,86.3,1.89e-203,572
XP_012909595.1,CCDC159,ENSMPUP00000005494,97.6,3.94e-195,549
XP_012909603.1,SMARCA4,ENSMPUP00000005664,99.8,0.0,2642
XP_012909606.1,TIMM29,ENSMPUP00000005679,92.3,8.88e-168,470
XP_012909607.1,S1PR5,ENSMPUP00000006604,100,0.0,874
XP_012909610.1,PDE4A,ENSMPUP00000006618,100,0.0,1397
XP_012909611.1,PDE4A,ENSMPUP00000006618,99.9,0.0,1398
XP_012909612.1,PDE4A,ENSMPUP00000006618,100,0.0,1490
XP_012909613.1,PDE4A,ENSMPUP00000006618,99.8,0.0,1106
XP_012909622.1,TYK2,ENSMPUP00000006638,100,0.0,2435
XP_012909626.1,S1PR2,ENSMPUP00000018589,100,1.47e-244,672
XP_012909630.1,LOC101686433,ENSMPUP00000018591,98.1,7.58e-263,722
XP_012909632.1,LOC101688446,ENSMPUP00000006834,100,0.0,3286
XP_012909635.1,NEDD1,ENSMPUP00000006915,98.5,0.0,1253
XP_012909637.1,NEDD1,ENSMPUP00000006915,100,0.0,1102
XP_012909640.2,NTN4,ENSMPUP00000007136,100,0.0,1289
XP_012909642.1,METAP2,ENSMPUP00000007156,99.2,7.74e-315,861
XP_012909648.1,FGD6,ENSMPUP00000007257,99.9,0.0,2721
XP_012909655.1,CEP83,ENSMPUP00000007329,99.8,2.09e-287,805
XP_012909660.1,ATP2B1,ENSMPUP00000007509,97.7,0.0,2316
XP_012909674.1,MGAT4C,ENSMPUP00000007643,100,0.0,970
XP_012909675.1,RASSF9,ENSMPUP00000007660,100,2.07e-292,800
XP_012909677.1,TSPAN19,ENSMPUP00000007685,100,4.17e-193,535
XP_012909678.1,TSPAN19,ENSMPUP00000007685,98.3,4.45e-164,460
XP_012909679.1,TSPAN19,ENSMPUP00000007685,81.8,6.55e-141,401
XP_012909686.1,MTMR14,ENSMPUP00000016962,93.5,0.0,1182
XP_012909707.1,LOC101692325,ENSMPUP00000014685,100,1.57e-155,436
XP_012909708.1,KCNH6,ENSMPUP00000014835,100,0.0,1867
XP_012909712.1,HEXD,ENSMPUP00000010963,96.8,3.27e-290,803
XP_012909713.1,HEXD,ENSMPUP00000010963,100,0.0,981
XP_012909714.1,LOC101687773,ENSMPUP00000010931,100,6.68e-102,296
XP_012909716.1,UTS2R,ENSMPUP00000019770,100,1.72e-233,646
XP_012909730.1,BRPF1,ENSMPUP00000017012,92.1,0.0,2057
XP_012909748.1,SLC25A10,ENSMPUP00000011340,100,4.14e-174,485
XP_012909759.1,OGG1,ENSMPUP00000017013,99.4,1.51e-252,692
XP_012909764.1,BAIAP2,ENSMPUP00000011846,100,0.0,942
XP_012909765.1,BAIAP2,ENSMPUP00000011846,100,0.0,956
XP_012909766.1,BAIAP2,ENSMPUP00000011846,100,0.0,956
XP_012909767.1,BAIAP2,ENSMPUP00000011846,100,0.0,942
XP_012909769.1,BAIAP2,ENSMPUP00000011846,91.9,3.08e-308,846
XP_012909770.1,CHMP6,ENSMPUP00000011799,100,1.73e-103,304
XP_012909790.1,OGG1,ENSMPUP00000017013,99.7,6.79e-256,700
XP_012909796.1,ENPP7,ENSMPUP00000012197,100,0.0,895
XP_012909806.1,CANT1,ENSMPUP00000012362,100,1.58e-307,836
XP_012909809.2,CYTH1,ENSMPUP00000012475,99.8,5.00e-295,804
XP_012909810.2,CYTH1,ENSMPUP00000012475,99.8,3.24e-293,800
XP_012909811.1,CYTH1,ENSMPUP00000012475,99.7,3.34e-254,698
XP_012909814.1,DNAH17,ENSMPUP00000012480,98.0,0.0,8713
XP_012909825.2,LOC101675884,ENSMPUP00000013132,95.8,1.08e-143,414
XP_012909827.1,AFMID,ENSMPUP00000013153,100,2.13e-228,628
XP_012909829.1,TMC8,ENSMPUP00000013232,100,0.0,1022
XP_012909832.1,TMC8,ENSMPUP00000013232,100,0.0,1407
XP_012909833.1,TMC8,ENSMPUP00000013232,96.7,0.0,1345
XP_012909835.1,CUNH17orf99,ENSMPUP00000013226,100,1.47e-161,456
XP_012909836.2,CUNH17orf99,ENSMPUP00000013226,100,1.59e-179,501
XP_012909848.1,METTL23,ENSMPUP00000013321,97.0,2.05e-114,331
XP_012909860.2,RNF157,ENSMPUP00000013410,99.2,0.0,1200
XP_012909861.2,RNF157,ENSMPUP00000013410,99.5,0.0,1199
XP_012909862.2,RNF157,ENSMPUP00000013410,98.9,0.0,1199
XP_012909864.1,EXOC7,ENSMPUP00000013423,95.7,0.0,1313
XP_012909866.1,ACOX1,ENSMPUP00000013576,96.6,0.0,1102
XP_012909868.1,TRIM65,ENSMPUP00000013659,99.7,4.08e-224,630
XP_012909869.1,IL17RE,ENSMPUP00000017035,88.1,0.0,1087
XP_012909878.1,LLGL2,ENSMPUP00000013762,96.4,0.0,2014
XP_012909880.1,LLGL2,ENSMPUP00000013762,96.4,0.0,2014
XP_012909881.1,LLGL2,ENSMPUP00000013762,96.4,0.0,2010
XP_012909882.1,LLGL2,ENSMPUP00000013762,98.5,0.0,2040
XP_012909883.1,LLGL2,ENSMPUP00000013762,97.9,0.0,2023
XP_012909884.1,LLGL2,ENSMPUP00000013762,100,0.0,2050
XP_012909886.1,IL17RE,ENSMPUP00000017035,92.5,0.0,1348
XP_012909887.1,NUP85,ENSMPUP00000013846,99.8,0.0,1280
XP_012909888.1,SLC25A19,ENSMPUP00000013782,100,1.83e-230,634
XP_012909891.1,SLC16A5,ENSMPUP00000013886,100,0.0,912
XP_012909893.1,SLC16A5,ENSMPUP00000013886,100,0.0,912
XP_012909894.1,SLC16A5,ENSMPUP00000013886,89.6,6.72e-290,796
XP_012909895.1,SLC16A5,ENSMPUP00000013886,98.2,3.91e-278,766
XP_012909896.1,SLC16A5,ENSMPUP00000013886,100,4.00e-268,740
XP_012909898.1,SLC16A5,ENSMPUP00000013886,99.4,1.34e-245,682
XP_012909901.1,OTOP3,ENSMPUP00000013998,100,0.0,1133
XP_012909902.1,OTOP3,ENSMPUP00000013998,100,0.0,1133
XP_012909904.1,TMEM104,ENSMPUP00000014069,99.8,0.0,971
XP_012909906.1,RAB37,ENSMPUP00000014076,93.7,7.33e-157,441
XP_012909907.1,RAB37,ENSMPUP00000014076,78.2,2.18e-121,349
XP_012909908.1,CD300E,ENSMPUP00000014081,90.2,3.62e-156,446
XP_012909910.1,CD300E,ENSMPUP00000014081,77.8,6.47e-140,401
XP_012909911.2,LOC101676576,ENSMPUP00000014082,82.4,2.69e-65,206
XP_012909913.1,IL17RC,ENSMPUP00000017037,83.3,0.0,1155
XP_012909914.1,LOC101677073,ENSMPUP00000014087,100,1.37e-84,251
XP_012909916.1,IL17RC,ENSMPUP00000017037,96.1,0.0,1384
XP_012909922.1,CD300LB,ENSMPUP00000014104,98.3,1.27e-70,217
XP_012909925.1,GPR142,ENSMPUP00000014122,100,6.84e-245,673
XP_012909926.1,GPR142,ENSMPUP00000014122,100,6.50e-173,488
XP_012909927.1,COG1,ENSMPUP00000014182,100,0.0,1516
XP_012909929.1,CUNH17orf80,ENSMPUP00000014178,100,0.0,1128
XP_012909935.1,SLC39A11,ENSMPUP00000014191,99.5,2.84e-136,402
XP_012909941.1,KCNJ2,ENSMPUP00000019787,100,5.62e-312,849
XP_012909942.1,KCNJ16,ENSMPUP00000019788,100,1.43e-310,845
XP_012909945.1,KCNJ16,ENSMPUP00000019788,100,1.43e-310,845
XP_012909946.1,KCNJ16,ENSMPUP00000019788,100,1.43e-310,845
XP_012909947.1,KCNJ16,ENSMPUP00000019788,100,1.43e-310,845
XP_012909953.2,ABCA6,ENSMPUP00000014234,97.7,0.0,3012
XP_012909954.2,ABCA6,ENSMPUP00000014234,99.5,0.0,2958
XP_012909956.1,PRKAR1A,ENSMPUP00000014441,100,4.46e-266,731
XP_012909957.1,ARSG,ENSMPUP00000014450,100,0.0,1154
XP_012909958.1,CEP112,ENSMPUP00000014548,100,0.0,1541
XP_012909960.1,CEP112,ENSMPUP00000014548,100,0.0,1285
XP_012909961.1,CEP112,ENSMPUP00000014548,99.5,0.0,1271
XP_012909964.1,HELZ,ENSMPUP00000014563,96.3,0.0,3640
XP_012909965.2,BPTF,ENSMPUP00000014579,94.1,0.0,4895
XP_012909967.2,BPTF,ENSMPUP00000014579,94.2,0.0,4903
XP_012909968.2,BPTF,ENSMPUP00000014579,94.1,0.0,4874
XP_012909969.2,BPTF,ENSMPUP00000014579,94.9,0.0,4909
XP_012909970.2,BPTF,ENSMPUP00000014579,92.3,0.0,4776
XP_012909971.2,BPTF,ENSMPUP00000014579,92.2,0.0,4740
XP_012909972.2,BPTF,ENSMPUP00000014579,92.3,0.0,4749
XP_012909973.2,BPTF,ENSMPUP00000014579,92.0,0.0,4762
XP_012909974.2,BPTF,ENSMPUP00000014579,90.6,0.0,4675
XP_012909975.2,BPTF,ENSMPUP00000014579,89.3,0.0,4595
XP_012909976.2,BPTF,ENSMPUP00000014579,91.3,0.0,4645
XP_012909977.2,BPTF,ENSMPUP00000014579,98.9,0.0,4967
XP_012909978.2,BPTF,ENSMPUP00000014579,96.0,0.0,4717
XP_012909979.1,CUNH17orf58,ENSMPUP00000014584,100,2.48e-108,312
XP_012909984.1,POLG2,ENSMPUP00000014638,100,0.0,968
XP_012909986.1,POLG2,ENSMPUP00000014638,90.0,2.76e-310,850
XP_012909987.1,POLG2,ENSMPUP00000014638,87.7,3.04e-295,811
XP_012909988.1,POLG2,ENSMPUP00000014638,82.1,7.11e-278,766
XP_012909989.1,MILR1,ENSMPUP00000014641,93.7,2.37e-247,680
XP_012909990.1,TEX2,ENSMPUP00000014653,100,0.0,2100
XP_012909992.1,PRR29,ENSMPUP00000014669,96.2,3.12e-107,314
XP_012909994.1,LOC101692785,ENSMPUP00000014688,100,0.0,1103
XP_012909995.1,LOC101692785,ENSMPUP00000014688,82.8,0.0,873
XP_012909998.1,LOC101678542,ENSMPUP00000014874,100,8.68e-177,494
XP_012910002.1,TLK2,ENSMPUP00000015056,100,0.0,1392
XP_012910016.1,ATP2B2,ENSMPUP00000017054,100,0.0,2321
XP_012910017.1,ATP2B2,ENSMPUP00000017054,100,0.0,2324
XP_012910018.1,LOC101678545,ENSMPUP00000017196,100,3.71e-219,606
XP_012910019.1,LOC101678223,ENSMPUP00000017196,85.9,2.89e-187,525
XP_012910020.2,SORCS3,ENSMPUP00000016685,99.9,0.0,1938
XP_012910023.1,CFAP58,ENSMPUP00000016686,100,0.0,1070
XP_012910024.1,CFAP58,ENSMPUP00000016686,100,0.0,1070
XP_012910025.1,ATP2B2,ENSMPUP00000017054,97.4,0.0,2248
XP_012910035.1,SH3PXD2A,ENSMPUP00000016715,96.0,0.0,1915
XP_012910037.1,TAF5,ENSMPUP00000016726,99.3,0.0,1032
XP_012910038.1,ATG7,ENSMPUP00000017062,99.6,0.0,1473
XP_012910040.2,ATG7,ENSMPUP00000017062,99.4,0.0,1467
XP_012910043.1,PSD,ENSMPUP00000016774,100,0.0,1706
XP_012910049.1,GBF1,ENSMPUP00000016778,98.0,0.0,3573
XP_012910051.1,GBF1,ENSMPUP00000016778,98.0,0.0,3578
XP_012910052.1,GBF1,ENSMPUP00000016778,98.2,0.0,3580
XP_012910053.1,ATG7,ENSMPUP00000017062,96.0,0.0,1411
XP_012910054.1,GBF1,ENSMPUP00000016778,98.4,0.0,3577
XP_012910055.1,GBF1,ENSMPUP00000016778,99.7,0.0,3590
XP_012910056.1,ATG7,ENSMPUP00000017062,99.6,0.0,1412
XP_012910058.1,ATG7,ENSMPUP00000017062,99.6,0.0,1412
XP_012910059.1,ATG7,ENSMPUP00000017062,99.6,0.0,1412
XP_012910061.1,POLL,ENSMPUP00000016816,100,5.02e-189,538
XP_012910067.1,BTRC,ENSMPUP00000016819,100,1.48e-276,771
XP_012910075.2,PDZD7,ENSMPUP00000016827,94.1,0.0,1234
XP_012910076.2,PDZD7,ENSMPUP00000016827,94.2,0.0,1240
XP_012910078.1,SEMA4G,ENSMPUP00000016842,100,0.0,1671
XP_012910079.1,SEMA4G,ENSMPUP00000016842,100,0.0,1671
XP_012910080.1,LZTS2,ENSMPUP00000016833,100,0.0,1047
XP_012910082.1,VGLL4,ENSMPUP00000017065,100,8.75e-189,526
XP_012910089.1,VGLL4,ENSMPUP00000017065,100,8.75e-189,526
XP_012910090.2,SEC31B,ENSMPUP00000016856,98.6,0.0,2282
XP_012910092.2,SEC31B,ENSMPUP00000016856,95.4,0.0,2152
XP_012910093.2,SEC31B,ENSMPUP00000016856,98.6,0.0,2281
XP_012910094.2,SEC31B,ENSMPUP00000016856,98.6,0.0,2281
XP_012910095.2,SEC31B,ENSMPUP00000016856,98.6,0.0,2281
XP_012910096.2,SEC31B,ENSMPUP00000016856,98.6,0.0,2281
XP_012910098.2,SEC31B,ENSMPUP00000016856,98.5,0.0,2127
XP_012910099.2,SEC31B,ENSMPUP00000016856,95.2,0.0,2149
XP_012910101.1,PKD2L1,ENSMPUP00000016859,97.6,0.0,1521
XP_012910102.1,CWF19L1,ENSMPUP00000016873,100,1.01e-258,717
XP_012910105.1,LOC101683349,ENSMPUP00000016882,100,6.30e-225,624
XP_012910108.1,TAMM41,ENSMPUP00000017066,100,1.05e-229,633
XP_012910109.1,R3HCC1L,ENSMPUP00000016919,100,0.0,1479
XP_012910110.1,R3HCC1L,ENSMPUP00000016919,99.8,0.0,1271
XP_012910112.1,LOXL4,ENSMPUP00000016917,99.9,0.0,1571
XP_012910115.1,ZFYVE27,ENSMPUP00000016926,100,2.57e-277,763
XP_012910117.1,ZFYVE27,ENSMPUP00000016926,98.2,1.33e-268,741
XP_012910119.1,MMS19,ENSMPUP00000016935,99.8,0.0,1694
XP_012910120.1,ZDHHC16,ENSMPUP00000016937,100,3.02e-277,757
XP_012910121.1,ZDHHC16,ENSMPUP00000016937,100,3.02e-277,757
XP_012910127.1,MORN4,ENSMPUP00000016931,100,4.68e-40,138
XP_012910131.1,ARHGAP19,ENSMPUP00000016942,100,0.0,931
XP_012910133.1,PIK3AP1,ENSMPUP00000016945,99.7,0.0,1224
XP_012910145.1,BLNK,ENSMPUP00000016980,92.2,0.0,932
XP_012910153.1,ENTPD1,ENSMPUP00000016993,100,0.0,1039
XP_012910178.1,PLCE1,ENSMPUP00000017027,98.4,0.0,4332
XP_012910179.1,PLCE1,ENSMPUP00000017027,99.1,0.0,4343
XP_012910182.1,SLC35G1,ENSMPUP00000017029,93.4,6.13e-235,648
XP_012910183.1,MYOF,ENSMPUP00000017090,98.5,0.0,4159
XP_012910185.1,MYOF,ENSMPUP00000017090,99.4,0.0,4170
XP_012910186.1,MYOF,ENSMPUP00000017090,98.8,0.0,4139
XP_012910190.1,CPEB3,ENSMPUP00000017119,100,0.0,1266
XP_012910200.1,RPP30,ENSMPUP00000017150,95.5,1.55e-173,486
XP_012910201.1,KIF20B,ENSMPUP00000017154,97.8,0.0,2935
XP_012910203.1,TMEM40,ENSMPUP00000017078,100,8.28e-127,362
XP_012910204.1,KIF20B,ENSMPUP00000017154,97.8,0.0,2935
XP_012910205.1,KIF20B,ENSMPUP00000017154,96.5,0.0,2871
XP_012910206.1,KIF20B,ENSMPUP00000017154,98.7,0.0,2890
XP_012910208.1,PANK1,ENSMPUP00000017160,100,1.24e-260,723
XP_012910209.1,PANK1,ENSMPUP00000017160,100,1.24e-260,723
XP_012910210.1,PANK1,ENSMPUP00000017160,100,1.24e-260,723
XP_012910211.1,PANK1,ENSMPUP00000017160,100,1.24e-260,723
XP_012910212.1,SLC16A12,ENSMPUP00000017164,100,0.0,961
XP_012910213.1,SLC16A12,ENSMPUP00000017164,100,0.0,961
XP_012910214.1,SLC16A12,ENSMPUP00000017164,100,0.0,961
XP_012910216.2,CAND2,ENSMPUP00000017079,99.9,0.0,2311
XP_012910217.1,LOC101677642,ENSMPUP00000017166,100,3.87e-136,419
XP_012910220.1,FXYD4,ENSMPUP00000017176,100,2.04e-60,185
XP_012910229.1,ZNF32,ENSMPUP00000017186,100,2.36e-66,214
XP_012910230.1,ZNF32,ENSMPUP00000017186,100,7.90e-46,161
XP_012910236.2,ZNF239,ENSMPUP00000020002,100,1.31e-120,363
XP_012910239.2,EFCAB12,ENSMPUP00000017081,99.8,0.0,1119
XP_012910240.1,CXCL12,ENSMPUP00000017187,98.9,2.56e-56,177
XP_012910241.1,CXCL12,ENSMPUP00000017187,100,1.04e-57,179
XP_012910255.1,RPL32,ENSMPUP00000017080,100,1.41e-89,263
XP_012910257.2,LOC101693642,ENSMPUP00000019615,100,1.67e-216,598
XP_012910258.1,LOC101683352,ENSMPUP00000018287,100,5.76e-207,574
XP_012910261.1,LOC101678641,ENSMPUP00000019609,100,5.35e-220,607
XP_012910263.1,TMCC1,ENSMPUP00000017135,100,0.0,1118
XP_012910265.1,ARHGAP20,ENSMPUP00000003318,100,0.0,2240
XP_012910266.1,CUNH11orf53,ENSMPUP00000003339,100,2.65e-213,588
XP_012910267.1,CUNH11orf53,ENSMPUP00000003339,100,2.65e-213,588
XP_012910271.1,TMCC1,ENSMPUP00000017135,99.6,1.46e-277,774
XP_012910274.1,TMCC1,ENSMPUP00000017135,100,6.39e-277,772
XP_012910280.1,TMCC1,ENSMPUP00000017135,99.8,2.15e-277,773
XP_012910281.1,PPP2R1B,ENSMPUP00000003441,100,4.37e-246,708
XP_012910282.1,SIK2,ENSMPUP00000003433,100,0.0,1398
XP_012910283.1,TMCC1,ENSMPUP00000017135,99.8,3.69e-277,773
XP_012910286.1,DIXDC1,ENSMPUP00000003619,100,0.0,1178
XP_012910292.1,NKAPD1,ENSMPUP00000003640,100,1.57e-152,435
XP_012910293.1,NKAPD1,ENSMPUP00000003640,99.3,2.37e-149,427
XP_012910300.1,NCAM1,ENSMPUP00000003772,99.7,0.0,1912
XP_012910301.1,NCAM1,ENSMPUP00000003772,99.9,0.0,1918
XP_012910302.1,NCAM1,ENSMPUP00000003772,99.5,0.0,1902
XP_012910303.1,NCAM1,ENSMPUP00000003772,98.6,0.0,1873
XP_012910307.1,TTC12,ENSMPUP00000003806,100,0.0,1310
XP_012910308.1,TTC12,ENSMPUP00000003806,100,0.0,1310
XP_012910309.1,TTC12,ENSMPUP00000003806,99.9,0.0,1305
XP_012910310.1,TTC12,ENSMPUP00000003806,96.2,0.0,1253
XP_012910314.1,USP28,ENSMPUP00000003874,99.9,0.0,2186
XP_012910315.1,USP28,ENSMPUP00000003874,91.5,0.0,1978
XP_012910316.1,USP28,ENSMPUP00000003874,91.6,0.0,1982
XP_012910318.1,HTR3B,ENSMPUP00000003887,100,1.11e-308,842
XP_012910320.1,HTR3B,ENSMPUP00000003887,100,1.11e-308,842
XP_012910325.1,HTR3B,ENSMPUP00000003887,100,3.09e-309,842
XP_012910326.1,HTR3B,ENSMPUP00000003887,100,3.09e-309,842
XP_012910327.1,HTR3B,ENSMPUP00000003887,100,3.09e-309,842
XP_012910328.1,HTR3B,ENSMPUP00000003887,100,3.09e-309,842
XP_012910329.1,HTR3B,ENSMPUP00000003887,100,3.09e-309,842
XP_012910330.1,HTR3B,ENSMPUP00000003887,98.5,9.63e-226,628
XP_012910337.2,GRIP2,ENSMPUP00000017145,100,0.0,2043
XP_012910344.2,SIK3,ENSMPUP00000004191,99.9,0.0,2337
XP_012910348.1,CEP164,ENSMPUP00000004328,72.3,0.0,1911
XP_012910350.1,CEP164,ENSMPUP00000004328,71.4,0.0,1963
XP_012910351.1,CEP164,ENSMPUP00000004328,70.5,0.0,1856
XP_012910352.1,CEP164,ENSMPUP00000004328,68.2,0.0,1748
XP_012910355.1,CEP164,ENSMPUP00000004328,96.2,0.0,2075
XP_012910362.1,TMPRSS13,ENSMPUP00000004386,97.3,0.0,899
XP_012910363.1,TMPRSS13,ENSMPUP00000004386,97.3,0.0,899
XP_012910364.1,SLC6A6,ENSMPUP00000017147,100,0.0,1263
XP_012910365.1,SCN2B,ENSMPUP00000004415,100,2.57e-121,348
